X: (s),Y: (Hits)
1.27306e-05,0
1.27319e-05,0
1.27332e-05,0
1.27344e-05,0
1.27357e-05,0
1.2737e-05,0
1.27382e-05,0
1.27395e-05,0
1.27407e-05,0
1.2742e-05,0
1.27433e-05,0
1.27445e-05,0
1.27458e-05,0
1.27471e-05,0
1.27483e-05,0
1.27496e-05,0
1.27509e-05,0
1.27521e-05,0
1.27534e-05,0
1.27547e-05,0
1.27559e-05,0
1.27572e-05,0
1.27584e-05,0
1.27597e-05,0
1.2761e-05,0
1.27622e-05,0
1.27635e-05,0
1.27648e-05,0
1.2766e-05,0
1.27673e-05,0
1.27686e-05,0
1.27698e-05,0
1.27711e-05,0
1.27723e-05,0
1.27736e-05,0
1.27749e-05,0
1.27761e-05,0
1.27774e-05,0
1.27787e-05,0
1.27799e-05,0
1.27812e-05,0
1.27825e-05,0
1.27837e-05,0
1.2785e-05,0
1.27863e-05,0
1.27875e-05,0
1.27888e-05,0
1.279e-05,0
1.27913e-05,0
1.27926e-05,0
1.27938e-05,0
1.27951e-05,0
1.27964e-05,0
1.27976e-05,0
1.27989e-05,0
1.28002e-05,0
1.28014e-05,0
1.28027e-05,0
1.28039e-05,0
1.28052e-05,0
1.28065e-05,0
1.28077e-05,0
1.2809e-05,0
1.28103e-05,0
1.28115e-05,0
1.28128e-05,0
1.28141e-05,0
1.28153e-05,0
1.28166e-05,0
1.28179e-05,0
1.28191e-05,0
1.28204e-05,0
1.28216e-05,0
1.28229e-05,0
1.28242e-05,0
1.28254e-05,0
1.28267e-05,0
1.2828e-05,0
1.28292e-05,0
1.28305e-05,0
1.28318e-05,0
1.2833e-05,0
1.28343e-05,0
1.28355e-05,0
1.28368e-05,0
1.28381e-05,0
1.28393e-05,0
1.28406e-05,0
1.28419e-05,0
1.28431e-05,0
1.28444e-05,0
1.28457e-05,0
1.28469e-05,0
1.28482e-05,0
1.28494e-05,0
1.28507e-05,0
1.2852e-05,0
1.28532e-05,0
1.28545e-05,0
1.28558e-05,0
1.2857e-05,0
1.28583e-05,0
1.28596e-05,0
1.28608e-05,0
1.28621e-05,0
1.28634e-05,0
1.28646e-05,0
1.28659e-05,0
1.28671e-05,0
1.28684e-05,0
1.28697e-05,0
1.28709e-05,0
1.28722e-05,0
1.28735e-05,0
1.28747e-05,0
1.2876e-05,0
1.28773e-05,0
1.28785e-05,0
1.28798e-05,0
1.2881e-05,0
1.28823e-05,0
1.28836e-05,0
1.28848e-05,0
1.28861e-05,0
1.28874e-05,0
1.28886e-05,0
1.28899e-05,0
1.28912e-05,0
1.28924e-05,0
1.28937e-05,0
1.2895e-05,0
1.28962e-05,0
1.28975e-05,0
1.28987e-05,0
1.29e-05,0
1.29013e-05,0
1.29025e-05,0
1.29038e-05,0
1.29051e-05,0
1.29063e-05,0
1.29076e-05,0
1.29089e-05,0
1.29101e-05,0
1.29114e-05,0
1.29126e-05,0
1.29139e-05,0
1.29152e-05,0
1.29164e-05,0
1.29177e-05,0
1.2919e-05,0
1.29202e-05,0
1.29215e-05,0
1.29228e-05,0
1.2924e-05,0
1.29253e-05,0
1.29266e-05,0
1.29278e-05,0
1.29291e-05,0
1.29303e-05,0
1.29316e-05,0
1.29329e-05,0
1.29341e-05,0
1.29354e-05,0
1.29367e-05,0
1.29379e-05,0
1.29392e-05,0
1.29405e-05,0
1.29417e-05,0
1.2943e-05,0
1.29442e-05,0
1.29455e-05,0
1.29468e-05,0
1.2948e-05,0
1.29493e-05,0
1.29506e-05,0
1.29518e-05,0
1.29531e-05,0
1.29544e-05,0
1.29556e-05,0
1.29569e-05,0
1.29582e-05,0
1.29594e-05,0
1.29607e-05,0
1.29619e-05,0
1.29632e-05,0
1.29645e-05,0
1.29657e-05,0
1.2967e-05,0
1.29683e-05,0
1.29695e-05,0
1.29708e-05,0
1.29721e-05,0
1.29733e-05,0
1.29746e-05,0
1.29758e-05,0
1.29771e-05,0
1.29784e-05,0
1.29796e-05,0
1.29809e-05,0
1.29822e-05,0
1.29834e-05,0
1.29847e-05,0
1.2986e-05,0
1.29872e-05,0
1.29885e-05,0
1.29897e-05,0
1.2991e-05,0
1.29923e-05,0
1.29935e-05,0
1.29948e-05,0
1.29961e-05,0
1.29973e-05,0
1.29986e-05,0
1.29999e-05,0
1.30011e-05,0
1.30024e-05,0
1.30037e-05,0
1.30049e-05,0
1.30062e-05,0
1.30074e-05,0
1.30087e-05,0
1.301e-05,0
1.30112e-05,0
1.30125e-05,0
1.30138e-05,0
1.3015e-05,0
1.30163e-05,0
1.30176e-05,0
1.30188e-05,0
1.30201e-05,0
1.30213e-05,0
1.30226e-05,0
1.30239e-05,0
1.30251e-05,0
1.30264e-05,0
1.30277e-05,0
1.30289e-05,0
1.30302e-05,0
1.30315e-05,0
1.30327e-05,0
1.3034e-05,0
1.30353e-05,0
1.30365e-05,0
1.30378e-05,0
1.3039e-05,0
1.30403e-05,0
1.30416e-05,0
1.30428e-05,0
1.30441e-05,0
1.30454e-05,0
1.30466e-05,0
1.30479e-05,0
1.30492e-05,0
1.30504e-05,0
1.30517e-05,0
1.30529e-05,0
1.30542e-05,0
1.30555e-05,0
1.30567e-05,0
1.3058e-05,0
1.30593e-05,0
1.30605e-05,0
1.30618e-05,0
1.30631e-05,0
1.30643e-05,0
1.30656e-05,0
1.30669e-05,0
1.30681e-05,0
1.30694e-05,0
1.30706e-05,0
1.30719e-05,0
1.30732e-05,0
1.30744e-05,0
1.30757e-05,0
1.3077e-05,0
1.30782e-05,0
1.30795e-05,0
1.30808e-05,0
1.3082e-05,0
1.30833e-05,0
1.30845e-05,0
1.30858e-05,0
1.30871e-05,0
1.30883e-05,0
1.30896e-05,0
1.30909e-05,0
1.30921e-05,0
1.30934e-05,0
1.30947e-05,0
1.30959e-05,0
1.30972e-05,0
1.30985e-05,0
1.30997e-05,0
1.3101e-05,0
1.31022e-05,0
1.31035e-05,0
1.31048e-05,0
1.3106e-05,0
1.31073e-05,0
1.31086e-05,0
1.31098e-05,0
1.31111e-05,0
1.31124e-05,0
1.31136e-05,0
1.31149e-05,0
1.31161e-05,0
1.31174e-05,0
1.31187e-05,0
1.31199e-05,0
1.31212e-05,0
1.31225e-05,0
1.31237e-05,0
1.3125e-05,0
1.31263e-05,0
1.31275e-05,0
1.31288e-05,0
1.313e-05,0
1.31313e-05,0
1.31326e-05,0
1.31338e-05,0
1.31351e-05,0
1.31364e-05,0
