X: (s),Y: (Hits)
2.8051e-05,0
2.80538e-05,0
2.80565e-05,0
2.80593e-05,0
2.80621e-05,0
2.80648e-05,0
2.80676e-05,0
2.80704e-05,0
2.80731e-05,0
2.80759e-05,0
2.80787e-05,0
2.80814e-05,0
2.80842e-05,0
2.8087e-05,0
2.80897e-05,0
2.80925e-05,0
2.80953e-05,0
2.8098e-05,0
2.81008e-05,0
2.81035e-05,0
2.81063e-05,0
2.81091e-05,0
2.81118e-05,0
2.81146e-05,0
2.81174e-05,0
2.81201e-05,0
2.81229e-05,0
2.81257e-05,0
2.81284e-05,0
2.81312e-05,0
2.8134e-05,0
2.81367e-05,0
2.81395e-05,0
2.81423e-05,0
2.8145e-05,0
2.81478e-05,0
2.81506e-05,0
2.81533e-05,0
2.81561e-05,0
2.81589e-05,0
2.81616e-05,0
2.81644e-05,0
2.81671e-05,0
2.81699e-05,0
2.81727e-05,0
2.81754e-05,0
2.81782e-05,0
2.8181e-05,0
2.81837e-05,0
2.81865e-05,0
2.81893e-05,0
2.8192e-05,0
2.81948e-05,0
2.81976e-05,0
2.82003e-05,0
2.82031e-05,0
2.82059e-05,0
2.82086e-05,0
2.82114e-05,0
2.82142e-05,0
2.82169e-05,0
2.82197e-05,0
2.82225e-05,0
2.82252e-05,0
2.8228e-05,0
2.82308e-05,0
2.82335e-05,0
2.82363e-05,0
2.8239e-05,0
2.82418e-05,0
2.82446e-05,0
2.82473e-05,0
2.82501e-05,0
2.82529e-05,0
2.82556e-05,0
2.82584e-05,0
2.82612e-05,0
2.82639e-05,0
2.82667e-05,0
2.82695e-05,0
2.82722e-05,0
2.8275e-05,0
2.82778e-05,0
2.82805e-05,0
2.82833e-05,0
2.82861e-05,0
2.82888e-05,0
2.82916e-05,0
2.82944e-05,0
2.82971e-05,0
2.82999e-05,0
2.83026e-05,0
2.83054e-05,0
2.83082e-05,0
2.83109e-05,0
2.83137e-05,0
2.83165e-05,0
2.83192e-05,0
2.8322e-05,0
2.83248e-05,0
2.83275e-05,0
2.83303e-05,0
2.83331e-05,0
2.83358e-05,0
2.83386e-05,0
2.83414e-05,0
2.83441e-05,0
2.83469e-05,0
2.83497e-05,0
2.83524e-05,0
2.83552e-05,0
2.8358e-05,0
2.83607e-05,0
2.83635e-05,0
2.83662e-05,0
2.8369e-05,0
2.83718e-05,0
2.83745e-05,0
2.83773e-05,0
2.83801e-05,0
2.83828e-05,0
2.83856e-05,0
2.83884e-05,0
2.83911e-05,0
2.83939e-05,0
2.83967e-05,0
2.83994e-05,0
2.84022e-05,0
2.8405e-05,0
2.84077e-05,0
2.84105e-05,0
2.84133e-05,0
2.8416e-05,0
2.84188e-05,0
2.84216e-05,0
2.84243e-05,0
2.84271e-05,0
2.84299e-05,0
2.84326e-05,0
2.84354e-05,0
2.84381e-05,0
2.84409e-05,0
2.84437e-05,0
2.84464e-05,0
2.84492e-05,0
2.8452e-05,0
2.84547e-05,0
2.84575e-05,0
2.84603e-05,0
2.8463e-05,0
2.84658e-05,0
2.84686e-05,0
2.84713e-05,0
2.84741e-05,0
2.84769e-05,0
2.84796e-05,0
2.84824e-05,0
2.84852e-05,0
2.84879e-05,0
2.84907e-05,0
2.84935e-05,0
2.84962e-05,0
2.8499e-05,0
2.85017e-05,0
2.85045e-05,0
2.85073e-05,0
2.851e-05,0
2.85128e-05,0
2.85156e-05,0
2.85183e-05,0
2.85211e-05,0
2.85239e-05,0
2.85266e-05,0
2.85294e-05,0
2.85322e-05,0
2.85349e-05,0
2.85377e-05,0
2.85405e-05,0
2.85432e-05,0
2.8546e-05,0
2.85488e-05,0
2.85515e-05,0
2.85543e-05,0
2.85571e-05,0
2.85598e-05,0
2.85626e-05,0
2.85653e-05,0
2.85681e-05,0
2.85709e-05,0
2.85736e-05,0
2.85764e-05,0
2.85792e-05,0
2.85819e-05,0
2.85847e-05,0
2.85875e-05,0
2.85902e-05,0
2.8593e-05,0
2.85958e-05,0
2.85985e-05,0
2.86013e-05,0
2.86041e-05,0
2.86068e-05,0
2.86096e-05,0
2.86124e-05,0
2.86151e-05,0
2.86179e-05,0
2.86207e-05,0
2.86234e-05,0
2.86262e-05,0
2.8629e-05,0
2.86317e-05,0
2.86345e-05,0
2.86372e-05,0
2.864e-05,0
2.86428e-05,0
2.86455e-05,0
2.86483e-05,0
2.86511e-05,0
2.86538e-05,0
2.86566e-05,0
2.86594e-05,0
2.86621e-05,0
2.86649e-05,0
2.86677e-05,0
2.86704e-05,0
2.86732e-05,0
2.8676e-05,0
2.86787e-05,0
2.86815e-05,0
2.86843e-05,0
2.8687e-05,0
2.86898e-05,0
2.86926e-05,0
2.86953e-05,0
2.86981e-05,0
2.87008e-05,0
2.87036e-05,0
2.87064e-05,0
2.87091e-05,0
2.87119e-05,0
2.87147e-05,0
2.87174e-05,0
2.87202e-05,0
2.8723e-05,0
2.87257e-05,0
2.87285e-05,0
2.87313e-05,0
2.8734e-05,0
2.87368e-05,0
